NÂ°,Codigo Nacional,Codigo OACI,Nombre,Latitud,Longitud,Altitud (Mts),Altura Minima (Mts),Propietario,Fecha Creacion,Tipo,Clasificacion,Zona Geografica,Region,Emite METAR,Emite SYNOP,Paisaje,Operador
752,350004  ,,Constitucion G.M.,-35.33333,-72.43333,7,0,DIRECTEMAR,01-01-1929,Convencional,Sinoptica,Litoral,Del Maule,No,No,Sector urbano ubicado en la costa de la VII region.,Armada de Chile
753,350005  ,,San Luis de Talca,-35.43055,-71.65722,106,0,DMC,01-01-1926,Convencional,TermoPluviometrica,Valle,Del Maule,No,No,Sector urbano,Observador de San Luis de Talca
754,350006  ,,Nirivilo reten,-35.54333,-72.09444,210,0,DMC,01-01-1962,Convencional,Pluviometrica,Valle,Del Maule,No,No,Sector rural,Carabineros de Chile
755,350007  ,SCWZ,Punta Carranza faro,-35.56083,-72.61805,21,0,DIRECTEMAR,01-01-1900,Convencional,Sinoptica,Litoral,Del Maule,No,Si,Sector de dunas a mtrs de playa de Loanco,Funcionario Armada de Chile
756,350008  ,,San Javier Particular,-35.59750,-71.73889,93,0,DMC,01-09-1918,Convencional,Pluviometrica,Valle,Del Maule,No,No,"Al Poniente cerros a 2 Km, Rio Loncomilla al Poniente a 1 Km",Hector Arriagada Velozo
757,350009  ,,El Carmen de Chanco,-35.70889,-72.54611,56,0,DMC,01-05-1965,Convencional,Pluviometrica,Litoral,Del Maule,No,No,"Sector agricola forestal, playa de Chanco 3 km al oeste,",Ramon Novoa Aravena
758,350010  ,,Chanco Sendos,-35.73305,-72.53361,58,0,DMC,01-01-1936,Convencional,Pluviometrica,Litoral,Del Maule,No,No,Sector urbano,Gregorio Anibal Orellana
759,350011  ,,Santa Marina de Putagan,-35.75306,-71.63139,140,0,DMC,01-04-1964,Convencional,Pluviometrica,Valle,Del Maule,No,No,"Zona agricola con algunos cerros. Rio Putagan a 3,5 km al S y Estero Quilipin a 3 al N.",Jose Moises Vielma Esquivel
760,350012  ,,Yerbas Buenas Liceo Agricola (FDF),-35.74722,-71.58222,156,0,FDF,01-10-1971,Automatica,Climatologica,Valle,Del Maule,No,No,"Predio de cultivo, zona urbana.",Est. Automatica FDF
761,350014  ,,Achibueno reten,-36.05361,-71.40167,375,0,DMC,01-02-1968,Convencional,Pluviometrica,PreCordillera,Del Maule,No,No,"Sector precordillerano con abundante vegetacion, rio Achibueno 90 mtrs al este.",Carabineros de Chile
762,350015  ,,Don Bosco Linares Escuela Agricola,-35.85222,-71.58139,170,0,DMC,01-03-1945,Convencional,Pluviometrica,Valle,Del Maule,No,No,"Sector urbano, hacia el este predios agricolas.",Juan Vasquez Alarcon
763,350016  ,,Linares Sendos,-35.85667,-71.57528,174,0,DMC,01-01-1912,Convencional,Pluviometrica,Valle,Del Maule,No,No,"Sector rodeado de predios agricolas al sur, al norte y el este, rio Achibueno 5 km al norte.",Manuel Aravena Alarcon
764,350017  ,,Villa Longavi,-35.96639,-71.68861,153,0,DMC,01-01-1913,Convencional,Pluviometrica,Valle,Del Maule,No,No,"Cordillera de los Andes a 90 Km al Oeste, Rio Liguay al Norte a 1 Km, Rio Longavi al Sur 6 Km,",Juan Alvial Gatica
765,350018  ,,Cauquenes Essam,-35.97222,-72.33250,150,0,DMC,01-10-1918,Convencional,Pluviometrica,Secano Interior,Del Maule,No,No,Zona Urbana,German Salgado Salgado
766,350020  ,,Embalse Tutuven,-35.89639,-72.38000,175,0,DGA,01-05-1975,Automatica,Climatologica,Secano Interior,Del Maule,No,No,Sector de abundante vegetacion. 25 km al NW costa.,Est. automatica
767,350021  ,,Cauquenes I.N.I.A.,-35.95611,-72.29000,162,0,INIA,01-01-1970,Automatica,Climatologica,Secano Interior,Del Maule,No,No,"Sector agricola, valle rodeado de cerros, 6 km al oeste cerros de aprox 250 mtrs de altura",Alejandro Alarcon Espinoza
768,350023  ,,Litu fundo,-35.24361,-71.70139,97,0,DMC,01-10-1969,Convencional,TermoPluviometrica,Valle,Del Maule,No,No,"Sector rodeado de cerros de aprox. 250 mtrs, predios agricolas al oeste aprox. a 5 km.",Sin operador
769,350024  ,,Universidad de Talca,-35.42805,-71.67833,94,0,DMC,01-01-1979,Convencional,Climatologica,Valle,Del Maule,No,No,Sector urbano.,Funcionario Universidad de Talca
770,350025  ,,Los Petriles de Yacal,-35.21083,-71.11444,484,0,DMC,01-01-1981,Convencional,Pluviometrica,Valle,Del Maule,No,No,"Sector agricola, rio Lontue 1,8 km al este, 800 mtrs al oeste cerros de aprox. 1.000 mtrs,",Raul Perez Carrasco
771,350026  ,,Huaquen,-35.11694,-71.72472,84,0,DMC,01-04-1991,Convencional,AgroMeteorologica,Secano Interior,Del Maule,No,No,Sector rodeado de predios agricolas.,Mario Gonzalez Mora
772,350027  ,,Constitucion (Quivolgo),-35.30583,-72.38444,12,0,DMC,01-04-1991,Convencional,AgroMeteorologica,Secano Costero,Del Maule,No,No,"Sector de viveros, playa 1,7 km al oeste, rio maule 2,14 km al SW.",Rigoberto Munoz Figueroa
773,350028  ,,Panguilemo,-35.37778,-71.60111,119,0,DMC,01-05-1991,Automatica,Climatologica,Valle,Del Maule,No,No,Sector agricola,Automatica (Red Basica)
774,350029  ,,Pelarco,-35.41917,-71.46722,151,0,DMC,01-04-1991,Convencional,AgroMeteorologica,Valle,Del Maule,No,No,"Sector rural, rio Lircay 350 mtrs al norte.",Jaime Barahona Jimenez
775,350030  ,,San Agustin de Aurora,-35.43083,-71.65889,105,0,DMC,15-04-1991,Convencional,AgroMeteorologica,Valle,Del Maule,No,No,Sector urbano. (rodeado de parcelas),Marcela Gonzalez Maturana
776,350031  ,,Vilches,-35.60833,-71.07167,"1,2",0,DMC,01-05-1991,Convencional,AgroMeteorologica,PreCordillera,Del Maule,No,No,"Sector precordillerano, con abundante vegetacion",Carlos Reyes Gonzales
777,350032  ,,Rari,-35.67194,-72.08167,335,0,DMC,01-04-1991,Convencional,AgroMeteorologica,Secano Interior,Del Maule,No,No,Sector de abundante vegetacion.,Alex Herrera valdes
778,350033  ,,Chanco (Reserva Federico Albert),-35.73167,-72.53583,59,0,DMC,01-04-1991,Convencional,AgroMeteorologica,Secano Costero,Del Maule,No,No,Sector agricola forestal,Flavio Arellano O.
779,350034  ,,Curepto,-35.16111,-72.06528,553,0,DMC,15-04-1991,Convencional,AgroMeteorologica,Secano Interior,Del Maule,No,No,"Sector rodeado de bosques de pino, costa 25 km al oeste.",Francisco Castillo Castillo
780,350035  ,,Maqui 1,-35.41667,-71.67389,89,0,DMC,01-08-1991,Convencional,AgroMeteorologica,Valle,Del Maule,No,No,"Al Oeste rio Claro, al Este zona urbana a 800 mtrs.",Nestor Rojas Nunez
781,350036  ,,San javier fundo,-35.57972,-71.73778,81,0,DMC,01-08-1992,Convencional,AgroMeteorologica,Valle,Del Maule,No,No,"Sector agricola, rio Loncomilla 2 km al oeste.",Observador fundo San Javier
782,350037  ,,San Clemente fundo,-35.50917,-71.50306,190,0,DMC,01-01-1990,Convencional,AgroMeteorologica,Valle,Del Maule,No,No,Sector agricola,Observador fundo San Clemente
783,350038  ,,Porvenir fundo,-35.33694,-71.33333,9,0,DMC,01-01-1990,Convencional,AgroMeteorologica,Valle,Del Maule,No,No,Sector agricola,Observador Porvenir fundo
784,350039  ,,Botacura,-35.62667,-71.90083,236,0,DMC,11-11-1998,Convencional,AgroMeteorologica,Secano Interior,Del Maule,No,No,Sector agricola forestal,Juan Zambrano Cabrera
785,350040  ,,Dunas de Chanco (Pahuil),-35.64472,-72.56833,23,0,DMC,01-09-1999,Convencional,AgroMeteorologica,Secano Costero,Del Maule,No,No,"Sector rodeado de arboles, 4 km al oeste playa de Chanco",Jose Garcia Medina
786,350041  ,,San Pedro,-35.42500,-72.38778,404,0,DMC,01-10-1998,Convencional,AgroMeteorologica,Secano Costero,Del Maule,No,No,Sector rodeado de abundante vegetacion (bosque),Ruben Luna Arriagada
787,350050  ,,Talca Universidad Autonoma de Chile - Radiacion UV.,-35.41972,-71.66944,100,0,DMC,13-07-2010,Automatica,Radiometrica,Valle,Del Maule,No,No,Sector urbano,Automatica
788,350051  ,,Chanco (FDF),-35.73000,-72.54111,90,0,FDF,01-01-2010,Automatica,Climatologica,Litoral,Del Maule,No,No,"Sector rodeado de abundante vegetacion y predios agricolas, borde costero 4 km.",Est. Automatica FDF
789,350052  ,,Cauquenes - Santa Sofia (FDF),-35.97889,-72.35472,148,0,FDF,01-01-2010,Automatica,Climatologica,Valle,Del Maule,No,No,Sector rodeado de predios agricolas,Est. Automatica FDF
790,350054  ,,Lontue,-35.04389,-71.28944,215,0,DGA,01-10-1969,Automatica,Climatologica,Valle,Del Maule,No,No,"Sector de predios agricolas, 1,7 km al SE se ubica Lontue",Est. Automatica
791,350055  ,,Potrero Grande,-35.18305,-71.09778,454,0,DGA,01-05-1971,Automatica,Climatologica,Valle,Del Maule,No,No,"Sector urbano, rodeado de predios agricolas, 1 km al SW rio Lontue.",Est. Automatica
792,350056  ,,Gualleco,-35.24694,-71.98194,117,0,DGA,01-09-1961,Automatica,Climatologica,Valle,Del Maule,No,No,Sector rural con abundante vegetacion.,Est. Automatica
793,350057  ,,Rio Palos en Junta con rio Colorado,-35.27500,-71.01722,609,0,DGA,01-04-2001,Automatica,Climatologica,Valle,Del Maule,No,No,"Sector precordillerano, ubicada en valle con cerros de aprox 700 mtrs altura.",Est. Automatica
794,350058  ,,Constitucion DGA,-35.34167,-72.42250,43,0,DGA,01-07-1992,Automatica,Climatologica,Litoral,Del Maule,No,No,"Sector urbano, ubicada a 1 km al centro de constitucion.",Est. Automatica
795,350059  ,,Pencahue,-35.37639,-71.83583,61,0,DGA,01-07-1976,Automatica,Climatologica,Valle,Del Maule,No,No,"Valle con predios agricolas, distante 3 km de Pencahue.",Est. automatica
796,350060  ,,Rio Maule en Forel,-35.40805,-72.21055,34,0,DGA,01-05-2001,Automatica,Climatologica,Valle,Del Maule,No,No,Valle rodeado de cerros aprox. 150 mtrs altura.,Est. automatica
797,350061  ,,Talca U.C,-35.43583,-71.61944,130,0,DGA,01-03-1982,Automatica,Climatologica,Valle,Del Maule,No,No,"Sector urbano, ubicado a 4 km del centro de Curico. U.C Temuco",Est. automatica
798,350062  ,,Rio Claro en Rauquen,-35.45139,-71.73333,79,0,DGA,01-02-1999,Automatica,Climatologica,Valle,Del Maule,No,No,"sector de predios agricolas, cercano 3 km de talca.",Est. automatica
799,350063  ,,Huapi,-35.48611,-71.29055,260,0,DGA,01-05-1969,Automatica,Climatologica,Valle,Del Maule,No,No,Sector con predios agricolas y abundante vegetacion.,Est. automatica
800,350064  ,,San Clemente,-35.53055,-71.47944,221,0,INIA,19-11-2014,Automatica,Climatologica,Valle,Del Maule,No,No,Sector rural de predios agricolas,Est. Automatica
801,350065  ,,Rio Loncomilla en las Brisas,-35.61750,-71.76833,80,0,DGA,01-05-2001,Automatica,Climatologica,Valle,Del Maule,No,No,Sector de predios agricolas ubicada en la ribera del rio Loncomilla,Est. automatica
802,350066  ,,Colorado DGA,-35.64083,-71.26055,438,0,DGA,01-06-1963,Automatica,Climatologica,Valle,Del Maule,No,No,"Sector rural, al este cerro de aprox 600 mtrs altura, lago colbun 800 mtrs al sur de la est. met.",Est. automatica
803,350067  ,,Rio Claro en San Carlos,-35.69917,-71.06167,539,0,DGA,01-06-2015,Automatica,Climatologica,PreCordillera,Del Maule,No,No,"Valle con cerro de aprox. 600 mtrs altura ubicado aorilla del rio Claro, sector rural.",Est. automatica
804,350068  ,,Armerillo,-35.70389,-71.07944,511,0,DGA,01-06-1916,Automatica,Climatologica,PreCordillera,Del Maule,No,No,"Sector rural, ubicado en riberas del rio Maule",Est. automatica
805,350069  ,,Rio Maule en Armerillo,-35.70917,-71.11750,474,0,DGA,01-06-2001,Automatica,Climatologica,PreCordillera,Del Maule,No,No,"Sector rural, ubicado a cerca de ribera del rio Maule, 8 km al oeste lago Colbun.",Est. Automatica
806,350070  ,,Chanco INIA,-35.70667,-72.51139,60,0,INIA,01-05-2010,Automatica,Climatologica,Litoral,Del Maule,No,No,Sector rural con predios agricola y abundante vegetacion.,Est. Automatica
807,350071  ,,Sauzal,-35.71500,-72.11139,162,0,INIA,01-09-2009,Automatica,Climatologica,Valle,Del Maule,No,No,"Sector de escasa vegertacion, rodeado de cerros de aprox 40 mtrs altura.",Est. Automatica
808,350072  ,,Rio Cipreces en De. Laguna Invernada,-35.73667,-70.77639,"1,3",0,DGA,01-06-2015,Automatica,Climatologica,PreCordillera,Del Maule,No,No,"Sector cordillerano, 700 mtrs al Norte Laguna la Invernada",Est. automatica
809,350073  ,,Santa Amada,-35.76083,-71.57417,150,0,INIA,09-11-2014,Automatica,Climatologica,Valle,Del Maule,No,No,"Valle con abundants predios agricolas, sector rural.",Est. Automatica
810,350074  ,,Rio Maule en los Banos,-35.82305,-70.76250,972,0,DGA,01-06-2015,Automatica,Climatologica,PreCordillera,Del Maule,No,No,"Sector cordillerano, ubicado en riberas del rio Maule",Est. automatica
811,350075  ,,Linares DGA,-35.84528,-71.60667,157,0,DGA,01-01-1967,Automatica,Climatologica,Valle,Del Maule,No,No,"Sector urbano, ubicada en Linares",Est. automatica
812,350076  ,,Rio Melado en el Salto,-35.89611,-71.01472,739,0,DGA,01-04-2003,Automatica,Climatologica,PreCordillera,Del Maule,No,No,"Sector cordillerano de abundante vegetacion, ubicada en la ribera del rio Melado",Est. automatica
813,350077  ,,Rio Ancoa en el Morro,-35.90833,-71.29667,430,0,DGA,01-05-1999,Automatica,Climatologica,Valle,Del Maule,No,No,"Sector precordillerano con abundante vegetacion, 30 mtrs al norte rio Ancoa",Est. automatica
814,350078  ,,Santa Sofia,-35.97778,-72.36000,151,0,INIA,12-08-2009,Automatica,Climatologica,Valle,Del Maule,No,No,Sector de predios agricolas,Est. automatica
815,350079  ,,Lo Aguirre DCP,-35.96972,-70.57194,2,0,DGA,01-01-1999,Automatica,Climatologica,Cordillera,Del Maule,No,No,"Sector cordillerano, 7 km al sur Laguna del Maule",Est. automatica
816,350080  ,,Molina Lontue,-35.04972,-71.24805,233,0,FDF,30-10-2019,Automatica,Climatologica,Valle,Del Maule,No,No,Rodeada de predios agricolas,Estacion Automatica (FDF)
817,350081  ,,"Molina, Tres Esquinas",-35.14472,-71.21611,316,0,FDF,30-10-2019,Automatica,Climatologica,Valle,Del Maule,No,No,Rodeada de predios agricolas,Estacion Automatica (FDF)
818,350082  ,,San Rafael,-35.30389,-71.47583,158,0,FDF,06-11-2019,Automatica,Climatologica,Valle,Del Maule,No,No,Rodeada de predios agricolas,Estacion Automatica (FDF)
819,350083  ,,Pencahue,-35.45583,-71.77222,71,0,FDF,06-11-2019,Automatica,Climatologica,Valle,Del Maule,No,No,Rodeada de predios agricolas,Estacion Automatica (FDF)
820,350084  ,,San Clemente Las Lomillas-San Clemente,-35.54167,-71.31833,345,0,FDF,06-11-2019,Automatica,Climatologica,Valle,Del Maule,No,No,Rodeada de predios agricolas,Estacion Automatica (FDF)
821,350085  ,,San Javier,-35.63000,-71.60389,170,0,FDF,06-11-2019,Automatica,Climatologica,Valle,Del Maule,No,No,Rodeada de predios agricolas,Estacion Automatica (FDF)
822,350086  ,,"Yerbas Buenas, Yerbas Buenas 2",-35.57667,-71.55389,184,0,FDF,07-11-2019,Automatica,Climatologica,Valle,Del Maule,No,No,Rodeada de predios agricolas a pocos mts del Rio Maule,Estacion Automatica (FDF)
823,350087  ,,"San Javier, Maule",-35.57667,-71.67889,119,0,FDF,07-11-2019,Automatica,Climatologica,Valle,Del Maule,No,No,Rodeada de predios agricolas a mts del Rio Maule,Estacion Automatica (FDF)
824,350088  ,,Colbun,-35.66250,-71.45361,250,0,FDF,07-11-2019,Automatica,Climatologica,Valle,Del Maule,No,No,Rodeada de predios agricolas,Estacion Automatica (FDF)
825,350089  ,,San Javier Villa Alegre,-35.69611,-71.68222,128,0,FDF,07-11-2019,Automatica,Climatologica,Valle,Del Maule,No,No,Rodeada de predios agricolas a pocos mts de Estacion Villa Alegre.,Estacion Automatica (FDF)
826,350090  ,,"Longavi, Linares 2",-35.93222,-71.56694,196,0,FDF,07-11-2019,Automatica,Climatologica,Valle,Del Maule,No,No,Sectopr de predios agricolas,Est. automatica (FDF)
827,350091  ,,"Linares, Miraflores",-35.91805,-71.61333,172,0,FDF,07-11-2019,Automatica,Climatologica,Valle,Del Maule,No,No,,Estacion automatica (FDF)
828,350092  ,,Longavi Sur,-35.95305,-71.60805,171,0,FDF,07-11-2019,Automatica,Climatologica,Valle,Del Maule,No,No,Sector de predios agricolas.,Estacion automatica (FDF)
829,350093  ,,Parral Campanacura,-35.97389,-71.02778,133,0,FDF,07-11-2019,Automatica,Climatologica,Valle,Del Maule,No,No,Sector de predios agricolas,Estacion automatica (FDF)
830,350094  ,,San Jorge Los Niches,-35.09167,-71.12055,310,0,INIA,06-08-2017,Automatica,Climatologica,Valle,Del Maule,No,No,,Estacion Automatica
831,350095  ,,Deuca,-35.12778,-71.95583,48,0,INIA,06-08-2017,Automatica,Climatologica,Valle,Del Maule,No,No,,Estacion Automatica
832,350096  ,,Miraflores,-35.81805,-71.77500,124,0,INIA,06-11-2017,Automatica,Climatologica,Valle,Del Maule,No,No,,Estacion Automatica
833,350097  ,,Lomas,-35.83555,-72.58750,172,0,INIA,06-08-2017,Automatica,Climatologica,Valle,Del Maule,No,No,,Estacion Automatica
834,350901  ,,Escuela de Artilleria Linares,-35.83694,-71.59278,160,0,DMC,18-10-2021,Automatica,Climatologica,Valle,Del Maule,No,No,Sector urbano,Automatica (DMC/Medio Ambiente)
835,350902  ,SCIV,Panimavida,-35.76250,-71.41750,209,0,DMC,01-05-1938,Convencional,Climatologica,PreCordillera,Del Maule,No,No,"Sector Agricola con cerros distantes a 2 km de 300 mtrs de altura aprox., lago Colbun a 4 Km al NW.",Rolando Vera Escudero
836,350906  ,,Talca regimiento,-35.42250,-71.66555,104,0,DMC,01-09-1972,Convencional,Climatologica,Valle,Del Maule,No,No,Sector urbano.,Ejercito de Chile.
837,350909  ,SCLN,Linares F.A.C.H.,-35.86167,-71.54972,185,0,DMC,01-01-1911,Convencional,Sinoptica Aeronautica,Valle,Del Maule,No,No,Sector rodeoado de predios agricolas.,Fuerza Aerea de Chile
838,360001  ,,Quella reten,-36.05722,-72.10028,135,0,DGA,01-01-1961,Automatica,Climatologica,Valle,Del Maule,No,No,"Sector arido, 1,4 km al este rio Perquilauquen.",Carabineros de Chile
839,360002  ,,Parral Sendos,-36.15083,-71.81972,182,0,DMC,01-01-1923,Convencional,Pluviometrica,Valle,Del Maule,No,No,Sector urbano.,Iris Matamala Cofre
840,360003  ,,Retiro Bureo,-35.86667,-71.83333,110,0,DMC,08-07-1967,Convencional,TermoPluviometrica,Valle,Del Maule,No,No,"Sector rural rodeado de predios agricolas. Rio Perquilauquen a 3km al Norponiente, estero Bureo a 2.",Mario Maureira Mendez
841,360004  ,,Campamento Cuatro,-36.20000,-71.81667,180,0,DMC,01-01-1974,Convencional,Pluviometrica,Valle,Del Maule,No,No,Sector rodeado de predios agricolas.,Observador Campamento Cuatro
842,360005  ,,Perquilauquen,-36.23417,-71.96861,157,0,DMC,01-01-1948,Convencional,TermoPluviometrica,Valle,Del Maule,No,No,"Sector agricola, rio Perquilauquen 2 Km al sur.",Carmen Munoz Fernandez
843,360006  ,,Digua Embalse,-36.25694,-71.54833,399,0,DMC,01-01-1972,Convencional,TermoPluviometrica,PreCordillera,Del Maule,No,No,Sector precordillerano,Rafael Campos Rocha
844,360007  ,,Embalse Bullilleo,-36.28917,-71.41611,636,0,DMC,01-01-1962,Convencional,Pluviometrica,Cordillera,Del Maule,No,No,"Sector Cordillerano, con abundante vegetacion.",Juvenal Correa
845,360008  ,,San Carlos Sendos,-36.42944,-71.94861,187,0,DMC,01-01-1912,Convencional,Pluviometrica,Valle,De Nuble,No,No,"Hacia el oeste a 90 mtrs, zona urbana, hacia el este predios agricolas.",Ernesto Norambuena Tello
846,360009  ,,San Nicolas reten,-36.50222,-72.21361,96,0,DMC,01-07-1963,Convencional,Pluviometrica,Valle,De Nuble,No,No,"Sector urbano, 270 mtrs al este rio Changaral, 90 mtrs al estet plaza de San Nicolas.",Carabineros de Chile
847,360010  ,,San Fabian de alico subcomisaria,-36.56000,-71.54861,472,0,DMC,01-01-1914,Convencional,Pluviometrica,PreCordillera,De Nuble,No,No,"Sector agricola, rio Nuble 1,5 km al oeste, estero de piedras 90 mtrs al sur",Carabineros de Chile
848,360011  ,SCCH,"General Bernardo O'Higgins, Chillan Ad.",-36.58583,-72.03667,155,"3,78",DMC,01-04-1939,Automatica,Sinoptica Aeronautica,Valle,De Nuble,Si,Si,"Valle rodeado de parcelas, la mas proxima a 100 mtrs al Sur",Jose Manuel Rodriguez (Anexo 2456)
849,360012  ,,Bellavista Tome,-36.63833,-72.94778,49,0,DMC,21-09-1918,Convencional,Pluviometrica,Litoral,Del Biobio,No,No,"Sector con abundante vegetacion y cerros, ubicada a 700 mtrs de la costa.",Carlos Saavedra Arias
850,360013  ,,Punta Tumbes faro,-36.61639,-73.11583,88,0,DIRECTEMAR,01-04-1900,Convencional,Sinoptica,Litoral,Del Biobio,No,No,Sector de roquerios,Armada de Chile
851,360014  ,,San Ignacio de Palomares,-36.62528,-72.60333,74,0,DMC,01-01-1941,Convencional,TermoPluviometrica,Secano Interior,De Nuble,No,No,"6 Km NE Nipas, al norte 6 Km rio Itata,",Carlos Gruebler Dardel
852,360015  ,,Isla Quiriquina faro,-36.61055,-73.05139,84,0,DIRECTEMAR,01-01-1873,Convencional,Sinoptica,Litoral,Del Biobio,No,Si,Sector costero,Armada de Chile
853,360016  ,,Isla Santa Maria,-36.98583,-73.53556,75,0,DIRECTEMAR,01-01-1892,Convencional,Sinoptica,Litoral,Del Biobio,No,No,Isla Santa Maria,Observador Armada de Chile
854,360017  ,,Talcahuano (D.O.C.A.),-36.71667,-73.11667,64,0,DMC,01-09-1918,Convencional,Pluviometrica,Litoral,Del Biobio,No,No,Sector urbano,Funcionario Armada de Chile
855,360018  ,,Bulnes Sendos,-36.74139,-72.29500,92,0,DMC,01-01-1912,Convencional,Pluviometrica,Valle,De Nuble,No,No,"Sector urbano, recinto de copas de agua",Claudio Osorio T.
